"Қазақстан Республикасының Бюджет кодексі" Қазақстан Республикасының 2008 жылғы 4 желтоқсандағы кодексінің 9 - бабының 2 - тармағына , "Қазақстан Республикасындағы жергілікті мемлекеттік басқару және өзін-өзі басқару туралы" Қазақстан Республикасының 2001 жылғы 23 қаңтардағы Заңының 6 - бабының 1 - тармағының 1) тармақшасына сәйкес Жаңақорған аудандық мәслихаты ШЕШІМ ҚАБЫЛДАДЫ:

1. "2019 - 2021 жылдарға арналған аудандық бюджет туралы" Жаңақорған аудандық мәслихатының 2018 жылғы 26 желтоқсандағы № 286 шешіміне (нормативтік құқықтық актілерді мемлекеттік тіркеу Тізілімінде 6603 нөмірімен тіркелген, Қазақстан Республикасының нормативтік құқықтық актілердің эталондық бақылау банкінде 2019 жылғы 11 қаңтарда жарияланған) мынадай өзгерістер енгізілсін:

аталған шешімнің 1 - тармағы жаңа редакцияда жазылсын:

"1. 2019 - 2021 жылдарға арналған аудандық бюджет тиісінше 1, 2, 3 - қосымшаларға сәйкес, оның ішінде 2019 жылға мынадай көлемдерде бекітілсін:

1) кірістер – 18 191 894,7 мың теңге, оның ішінде:

салықтық түсімдер – 2 069 771,3 мың теңге;

салықтық емес түсімдер – 24 247 мың теңге;

негізгі капиталды сатудан түсетін түсімдер – 22 289 мың теңге;

трансферттердің түсімдері –16 075 587,4 мың теңге;

2) шығындар – 18 369 683,7 мың теңге;

3) таза бюджеттік кредит беру – 0;

бюджеттік кредиттер – 0;

бюджеттік кредиттерді өтеу – 108 644 мың теңге;

4) қаржы активтерімен операциялар бойынша сальдо – 0;

қаржы активтерін сатып алу – 0;

мемлекеттік қаржы активтерін сатудан түсетін түсімдер – 0;

5) бюджет тапшылығы (профициті) – -69 368,5 мың теңге;

6) бюджет тапшылығы қаржыландыру (профицитін пайдалану) – 69 368,5 мың теңге;

7) бюджет қаражаттарының пайдаланатын қалдықтары – 179 252,6 мың теңге.".

2. Аталған шешімнің 1 , 4 , 6 – қосымшалары осы шешімнің 1 , 2 , 3 - қосымшаларына сәйкес жаңа редакцияда жазылсын.

3. Осы шешім 2019 жылдың 1 қантарынан бастап қолданысқа енгізіледі және ресми жариялауға жатады.


Жаңақорған аудандық мәслихатыныңкезекті ХХХVІІ сессиясының төрағасы	|	Ж. Амалбеков
Жаңақорған аудандықмәслихат хатшысы	|	Е. Ильясов



	|	Жаңақорған аудандық мәслихатының 2019 жылғы 25 қазандағы кезекті ХХХVІІ сессиясының № 366 шешіміне1 - қосымша
	|	Жаңақорған аудандық мәслихатының 2018 жылғы 26 желтоқсандағы кезекті ХХVІІ сессиясының №286 шешіміне 1 - қосымша

2019 жылға арналған аудандық бюджет

Санаты	|	Сомасы, мың теңге
	|	Сыныбы
	|		|	Кіші сыныбы
	|		|		|	Атауы
	|		|		|	Түсімдер	|	18191894,7
1	|		|		|	Салықтық түсімдер	|	2069771,3
	|	01	|		|	Табыс салығы	|	529549,4
	|		|	2	|	Жеке табыс салығы	|	529549,4
	|	03	|		|	Әлеуметтiк салық	|	487057,2
	|		|	1	|	Әлеуметтік салық	|	487057,2
	|	04	|		|	Меншiкке салынатын салықтар	|	1001809,5
	|		|	1	|	Мүлiкке салынатын салықтар	|	962708,5
	|		|	3	|	Жер салығы	|	8169
	|		|	4	|	Көлiк құралдарына салынатын салық	|	26423
	|		|	5	|	Бірыңғай жер салығы	|	4509
	|	05	|		|	Тауарларға, жұмыстарға және қызметтерге салынатын iшкi салықтар	|	43139,4
	|		|	2	|	Акциздер	|	6645
	|		|	3	|	Табиғи және басқа да ресурстарды пайдаланғаны үшiн түсетiн түсiмдер	|	14200
	|		|	4	|	Кәсiпкерлiк және кәсiби қызметтi жүргiзгенi үшiн алынатын алымдар	|	22026,4
	|		|	5	|	Ойын бизнесіне салық	|	268
	|	07	|		|	Басқа да салықтар	|	8,2
	|		|	1	|	Басқа да салықтар	|	8,2
	|	08	|		|	Заңдық маңызы бар әрекеттерді жасағаны және (немесе) оған уәкілеттігі бар мемлекеттік органдар немесе лауазымды адамдар құжаттар бергені үшін алынатын міндетті төлемдер	|	8207,6
	|		|	1	|	Мемлекеттік баж	|	8207,6
2	|		|		|	Салықтық емес түсiмдер	|	24247
	|	01	|		|	Мемлекеттік меншіктен түсетін кірістер	|	8505,3
	|		|	5	|	Мемлекет меншігіндегі мүлікті жалға беруден түсетін кірістер	|	8382,3
	|		|	7	|	Мемлекеттік бюджеттен берілген кредиттер бойынша сыйақылар	|	123
	|	04	|		|	Мемлекеттік бюджеттен қаржыландырылатын, сондай-ақ Қазақстан Республикасы Ұлттық Банкінің бюджетінен (шығыстар сметасынан) қамтылатын және қаржыландырылатын мемлекеттік мекемелер салатын айыппұлдар, өсімпұлдар, санкциялар, өндіріп алулар	|	3730,7
	|		|	1	|	Мұнай секторы ұйымдарынан түсетін түсімдерді қоспағанда, мемлекеттік бюджеттен қаржыландырылатын, сондай - ақ Қазақстан Республикасы Ұлттық Банкінің бюджетінен (шығыстар сметасынан) қамтылатын және қаржыландырылатын мемлекеттік мекемелер салатын айыппұлдар, өсімпұлдар, санкциялар, өндіріп алулар	|	3730,7
	|	06	|		|	Басқа да салықтық емес түсiмдер	|	12011
	|		|	1	|	Басқа да салықтық емес түсiмдер	|	12011
3	|		|		|	Негізгі капиталды сатудан түсетін түсімдер	|	22289
	|	01	|		|	Мемлекеттік мекемелерге бекітілген мемлекеттік мүлікті сату	|	1113
	|		|	1	|	Мемлекеттік мекемелерге бекітілген мемлекеттік мүлікті сату	|	1113
	|	03	|		|	Жердi және материалдық емес активтердi сату	|	21176
	|		|	1	|	Жерді сату	|	21176
4	|		|		|	Трансферттердің түсімдері	|	16075587,4
	|	01	|		|	Төмен тұрған мемлекеттiк басқару органдарынан трансферттер	|	6978,6
	|		|	3	|	Аудандық маңызы бар қалалардың, ауылдардың, кенттердің, аулдық округтрдың бюджеттерінен трансферттер	|	6978,6
	|	02	|		|	Мемлекеттiк басқарудың жоғары тұрған органдарынан түсетiн трансферттер	|	16068608,8
	|		|	2	|	Облыстық бюджеттен түсетiн трансферттер	|	16068608,8
Функционалдық топ	|	Сомасы, мың теңге
	|	Бюджеттік бағдарламалардың әкімшісі
	|	Бағдарлама
	|	Атауы
	|		|		|	Шығындар	|	18369683,7
01	|		|		|	Жалпы сипаттағы мемлекеттiк қызметтер	|	1112093,7
	|	112	|		|	Аудан (облыстық маңызы бар қала) мәслихатының аппараты	|	31134,4
	|		|	001	|	Аудан (облыстық маңызы бар қала) мәслихатының қызметін қамтамасыз ету жөніндегі қызметтер	|	30478,4
	|		|	003	|	Мемлекеттік органның күрделі шығыстары	|	656
	|	122	|		|	Аудан (облыстық маңызы бар қала) әкімінің аппараты	|	156032,1
	|		|	001	|	Аудан (облыстық маңызы бар қала) әкімінің қызметін қамтамасыз ету жөніндегі қызметтер	|	140344,1
	|		|	003	|	Мемлекеттік органның күрделі шығыстары	|	15688
	|	123	|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	328791
	|		|	001	|	Қаладағы аудан, аудандық маңызы бар қаланың, кент, ауыл, ауылдық округ әкімінің қызметін қамтамасыз ету жөніндегі қызметтер	|	303606
	|		|	022	|	Мемлекеттік органның күрделі шығыстары	|	21458
	|		|	032	|	Ведомстволық бағыныстағы мемлекеттік мекемелер мен ұйымдардың күрделі шығыстары	|	3727
	|	452	|		|	Ауданның (облыстық маңызы бар қаланың) қаржы бөлімі	|	419707,3
	|		|	001	|	Ауданның (облыстық маңызы бар қаланың) бюджетін орындау және коммуналдық меншігін басқару саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	50412,2
	|		|	010	|	Жекешелендіру, коммуналдық меншікті басқару, жекешелендіруден кейінгі қызмет және осыған байланысты дауларды реттеу	|	1330
