
Қазақстан Республикасының 2008 жылғы 4 желтоқсандағы № 95-IV Бюджеттік Кодексіне 109-бабының 5-тармағына , «Қазақстан Республикасының жергілікті мемлекеттік және өзін-өзі басқару туралы» Қазақстан Республикасындағы 2001 жылғы 23 қаңтардағы №148 Заңының 6-бабының 1-тармағының 1) тармақшасына сәйкес аудандық мәслихат ШЕШТІ: 1. «2010-2012 жылдарға арналған аудандық бюджет туралы» 2009 жылғы 25 желтоқсандағы № 21-1 (Құқықтық кесімдерінің мемлекеттік тіркелімінде 2010 жылғы 15 қаңтарда № 13-4-95 тіркелген, 2010 жылғы 23 қаңтарда «Ақжар-хабар» газетінің №4 санында жарияланған, және 2009 жылғы 23 қаңтарда «Дала-дидары» газетінің № 4 санында жарияланған) аудандық мәслихат сессиясының шешіміне келесі өзгерістер енгізілсін: 1 тармақта: 1) тармақшада «1 453 059» саны «1 465 339 » санымен ауыстырылсын; «204 854» саны «209554» санымен ауыстырылсын; «1 241 282» саны «1 248 862» санымен ауыстырылсын; 2) тармақшада «1 453 059» саны «1 469 549,7» санымен ауыстырылсын 4) тармақшада «27596» саны «31807» санымен ауыстырылсын; келесі 6) тармақшамен мазмұндап толықтырылсын; «6) бюджеттік қаражаттан пайдаланатын қалдық – 4210,7 мың теңге»; 4-1 тармағы толықтырылсын «4-1. 2010 жылға аудандық бюджетінде әр ауылдық округінің бюджеттік бағдарламалары көзделсін; 6 тармағында: «59 814» саны «29 907» санымен ауыстырылсын; келесі 6-1 тармағымен толықтырылсын: «6-1. аудандық бюджетінде шығындар көзделсін, бос бюджеттік қалдық қаражаттан, қаржы жылдың басында қосылған, 4210,7 мың теңге, 6-қосымшаға сәйкес»: келесі 7-1 тармағымен мазмұндап толықтырылсын: 7 тармағында: 3), 4) тармақшалары жаңа редакцияда мазмұндалсын: «3) 3 357 мың теңге Ұлы Отан соғысындағы Жеңістің 65 жылдығына орай Ұлы Отан соғысының қатысушылары мен мүгедектеріне, сондай-ақ оларға теңестірілген, запасқа босатылған (отставка), 1941 жылғы 22 маусымнан бастап 1945 жылғы 3 қыркүйек аралығындағы кезеңде әскери бөлімшелерде, мекемелерде, әскери-оқу орындарында әскери қызметтен өткен, оның ішінде майдандағы армия құрамына кірмеген, «1941-1945 жж. Ұлы Отан соғысында Германияны жеңгенi үшiн» медалімен немесе «Жапонияны жеңгені үшін» медалімен марапатталған әскери қызметшілерге, Ұлы Отан соғысы жылдарында тылда кемінде алты ай жұмыс істеген (қызметте болған) адамдарға біржолғы материалдық көмек төлеу: «4) 180 мың теңге - Ұлы Отан соғысындағы Жеңістің 65 жылдығына орай Ұлы Отан соғысының қатысушылары мен мүгедектеріне Тәуелсіз Мемлекеттер Достастығы елдері бойынша, Қазақстан Республикасының аумағы бойынша жол жүруін, сондай-ақ оларға және олармен бірге жүретін адамдарға Мәскеу, Астана қалаларында мерекелік іс-шараларға қатысуы үшін тамақтануына, тұруына, жол жүруіне арналған шығыстарын төлеуді қамтамасыз ету»; 5) тармақшасында «11 607» саны «12 048» санымен ауыстырылсын; 6) тармақшасында «8 355» саны «9 439» санымен ауыстырылсын; «7-1. жергілікті өкілетті органдардың шешімі бойынша мұқтаж азаматтардың жекелеген топтарына әлеуметтік көмек көрсету сомасы 3261 теңге» 9 тармағында: 4) тармақшасы жаңа редакцияда мазмұндалсын: «4) Ұлы Отан Соғысының катысушылар және мүгедектерінің санаторлық – курорттық емдеулеріне – 540 мың теңге, Ұлы Отан Соғысының катысушылар және мүгедектердің кепілдіктері мен жеңілдіктеріне теңістірілген, басқа да тұлғалар, көп балалы аналар, «Алтын Алқа» алқаларымен марапатталған, «Күміс алқа» және «Батыр ана» атағына ие болған, және «Ана данқы» 1 және 2 дәрежелі орденімен марапатталған, Қазақстан Республикасының алдында еңбек сіңірген үшін зейнетақы алатын, кеңістік одағының каһарманы, Социалистік еңбегінің каһарманы, үш дәрежелі данқы орденінің иегерлері, үш дәрежелі еңбек даңқы, 1988–1989 жылдағы Атом электр станциясы Чернобыльда апатын жоюға қатысушылар арасындағы тұлғалар (өз еркімен шыққан) Қазақстан Республикасының аймағына жатсынған және бөлінген, балаларды қоса, шығару күніне іш ішіндегі жағдайда болғандар»; 5) тармақшасы алынсын; 7) тармақшасымен мазмұндалып толықтырылсын: «7) көмір алу үшін 5 455 мың теңге»; 10 тармағында «4235» саны «700» санымен ауыстырылсын; 1, 2, 3, 4 осы шешімінің қосымшалары жаңа редакцияда баяндалсын 1, 2, 3, 4 осы шешімінің қосымшаларына сәйкес (қоса беріледі); осы шешім 6 қосымшамен толықтырылсын 6-қосымшаға сәйкес осы шешіміне (қоса беріледі). 2. Осы шешім 2010 жылдың 1 қаңтарынан бастап күшіне енеді.

Аудандық мәслихат сессияның төрағасы                         Қ.Нұрұмбеков

Аудандық мәслихат хатшысы                           М.Жұмабаев

2010 жылғы 31 науырыздағы № 23-1 аудандық мәслихат сессиясының шешіміне 1-қосымша

2009 жылғы 25 желтоқсандағы № 21-1 аудандық мәслихат сессиясының шешіміне 1-қосымша

2010 жылға арналған Ақжар ауданының бюджеті 1. Табыс


Санаты	|	Сомасы мың теңге
	|	Сыныбы
	|		|	Iшкi сыныбы
	|		|		|	Атауы
1	|	2	|	3	|	5	|	6
	|		|		|	ТАБЫС	|	1465339
1	|		|		|	Салықтық түсімдер	|	209554
	|	1	|		|	Табыс салығы	|	1029
	|		|	2	|	Жеке табыс салығы	|	1029
	|	3	|		|	Әлеуметтік салық	|	111338
	|		|	1	|	Әлеуметтік салық	|	111338
	|	4	|		|	Меншiкке салынатын салықтар	|	72866
	|		|	1	|	Мүлiкке салынатын салықтар	|	44700
	|		|	3	|	Жер салығы	|	8261
	|		|	4	|	Көлiк құралдарына салынатын салық	|	11705
	|		|	5	|	Бірыңғай жер салығы	|	8200
	|	5	|		|	Тауарларға, жұмыстарға және қызметтерге салынатын iшкi салықтар	|	22745
	|		|	2	|	Акциздер	|	1358
	|		|	3	|	Табиғи және басқа ресурстарды пайдаланғаны үшiн түсетiн түсiмдер	|	17900
	|		|	4	|	Кәсiпкерлiк және кәсiби қызметтi жүргiзгенi үшiн алынатын алымдар	|	3487
	|	8	|		|	Заңдық мәнді іс-әрекеттерді жасағаны және (немесе) құжаттар бергені үшін оған уәкілеттігі бар мемлекеттік органдар немесе лауазымды адамдар алатын міндетті төлемдер	|	1576
	|		|	1	|	Мемлекеттік баж	|	1576
2	|		|		|	Салықтық емес түсiмдер	|	923
	|	1	|		|	Мемлекет меншігінен түсетін түсімдер	|	443
	|		|	5	|	Мемлекет меншігіндегі мүлікті жалға беруден түсетін кірістер	|	443
	|	6	|		|	Басқа да салықтық емес түсiмдер	|	480
	|		|	1	|	Басқа да салықтық емес түсiмдер	|	480
3	|		|		|	Негізгі капиталды сатудан түсетін түсімдер	|	6000
	|	3	|		|	Жердi және материалдық емес активтердi сату	|	6000
	|		|	1	|	Жерді сату	|	6000
4	|		|		|	Ресми трансферттердің түсімдері	|	1248862
	|	2	|		|	Мемлекеттiк басқарудың жоғары тұрған органдарынан түсетiн трансферттер	|	1248862
	|		|	2	|	Облыстық бюджеттен түсетiн трансферттер	|	1248862



Функционалдық топ	|	Атауы	|	Сомасы мың теңге
	|	Кіші функция
	|		|	Бюджеттік бағдарламалардың әкімшісі
	|		|		|	Бағдарлама
1	|		|	2	|	3	|	4	|	5
	|		|		|		|	Шығындар	|	1469549,7
01	|		|		|		|	Жалпы сипаттағы мемлекеттiк қызметтер	|	143327
	|		|	112	|		|	Аудан (облыстық маңызы бар қала) мәслихатының аппараты	|	10249
	|		|		|	001	|	Аудан (облыстық маңызы бар қала) мәслихатының қызметін қамтамасыз ету жөніндегі қызметтер	|	10249
	|		|	122	|		|	Аудан (облыстық маңызы бар қала) әкімінің аппараты	|	39210
	|		|		|	001	|	Аудан (облыстық маңызы бар қала) әкімінің қызметін қамтамасыз ету жөніндегі қызметтер	|	39210
	|		|	123	|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл (село), ауылдық (селолық) округ әкімінің аппараты	|	78758
	|		|		|	001	|	Қаладағы аудан, аудандық маңызы бар қаланың, кент, ауыл (село), ауылдық (селолық) округ әкімінің қызметін қамтамасыз ету жөніндегі қызметтер	|	76568
	|		|		|	022	|	Мемлекеттік органдардың ғимараттарын, үй-жайлары және құрылыстарын күрделі жөндеу	|	750
	|		|		|	023	|	Мемлекеттік органдарды материалдық-техникалық жарақтандыру	|	1440
	|	2	|		|		|	Қаржылық қызмет	|	8473
	|		|	452	|		|	Ауданның (облыстық маңызы бар қаланың) қаржы бөлімі	|	8473
	|		|		|	001	|	Аудандық бюджетті орындау және коммуналдық меншікті (облыстық манызы бар қала) саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	7590
	|		|		|	003	|	Салық салу мақсатында мүліктің бағалауын жүргізу	|	226
	|		|		|	004	|	Біржолғы талондарды беру жөніндегі жұмысты және біржолғы талондарды іске асырудан сомаларды жинаудың толықтығын қамтамасыз етуді ұйымдастыру	|	357
	|		|		|	011	|	Коммуналдық меншікке түскен мүлікті есепке алу, сақтау, бағалау және сату	|	100
	|		|		|	019	|	Мемлекеттік органдарды материалдық-техникалық жарақтандыру	|	200
	|	5	|		|		|	Жоспарлау және статистикалық қызмет	|	6637
	|		|	453	|		|	Ауданның (облыстық маңызы бар қаланың) экономика және бюджеттік жоспарлау бөлімі	|	6637
	|		|		|	001	|	Экономикалық саясатты, мемлекеттік жоспарлау жүйесін қалыптастыру және дамыту және ауданды (облыстық манызы бар қаланы) басқару саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	6554
	|		|		|	005	|	Мемлекеттік органдарды материалдық-техникалық жарақтандыру	|	83
2	|		|		|		|	Қорғаныс	|	2909
	|	1	|		|		|	Әскери мұқтаждар	|	2909
	|		|	122	|		|	Аудан (облыстық маңызы бар қала) әкімінің аппараты	|	2909
	|		|		|	005	|	Жалпыға бірдей әскери міндетті атқару шеңберіндегі іс-шаралар	|	2909
4	|		|		|		|	Білім беру	|	958486
	|	1	|		|		|	Мектепке дейiнгi тәрбие және оқыту	|	47948
	|		|	464	|		|	Ауданның (облыстық маңызы бар қаланың) білім бөлімі	|	47948
	|		|		|	009	|	Мектепке дейінгі тәрбие ұйымдарының қызметін қамтамасыз ету	|	47948
	|		|	464	|		|	Ауданның (облыстық маңызы бар қаланың) білім бөлімі	|	875656
	|		|		|	003	|	Жалпы білім беру	|	875656
	|	9	|		|		|	Бiлiм беру саласындағы өзге де қызметтер	|	34882
	|		|	464	|		|	Ауданның (облыстық маңызы бар қаланың) білім бөлімі	|	34882
	|		|		|	001	|	Жергіліктті деңгейде білім беру саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	4418
	|		|		|	004	|	Ауданның (областык маңызы бар қаланың) мемлекеттік білім беру мекемелерінде білім беру жүйесін ақпараттандыру	|	4400
	|		|		|	005	|	Ауданның (областык маңызы бар қаланың) мемлекеттік білім беру мекемелер үшін оқулықтар мен оқу-әдiстемелiк кешендерді сатып алу және жеткізу	|	4507
	|		|		|	011	|	Өңірлік жұмыспен қамту және кадрларды қайта даярлау стратегиясын іске асыру шеңберінде білім беру объектілерін күрделі, ағымды жөндеу	|	21557
6	|		|		|		|	Әлеуметтiк көмек және әлеуметтiк қамсыздандыру	|	81889
	|	2	|		|		|	Әлеуметтiк көмек	|	68078
	|		|	451	|		|	Ауданның (облыстық маңызы бар қаланың) жұмыспен қамту және әлеуметтік бағдарламалар бөлімі	|	68078
	|		|		|	002	|	Еңбекпен қамту бағдарламасы	|	25272
	|		|		|	004	|	Ауылдық жерлерде тұратын денсаулық сақтау, білім беру, әлеуметтік қамтамасыз ету, мәдениет және спорт мамандарына отын сатып алуға Қазақстан Республикасының заңнамасына сәйкес әлеуметтік көмек көрсету	|	1156
	|		|		|	005	|	Мемлекеттік атаулы әлеуметтік көмек	|	12660
	|		|		|	007	|	Жергілікті өкілетті органдардың шешімі бойынша мұқтаж азаматтардың жекелеген топтарына әлеуметтік көмек	|	3261
	|		|		|	010	|	Үйден тәрбиеленіп оқытылатын мүгедек балаларды материалдық қамтамасыз ету	|	366
	|		|		|	014	|	Үйдегі мұқтаж азаматтарға әлеуметтік көмек көрсету	|	1660
	|		|		|	016	|	18 жасқа дейіні балаларға мемлекеттік жәрдемақылар	|	17381
	|		|		|	017	|	Мүгедектерді оңалту жеке бағдарламасына сәйкес, мұқтаж мүгедектерді міндетті гигиеналық құралдармен қамтамасыз етуге, және ымдау тілі мамандарының, жеке көмекшілердің қызмет көрсету	|	1989
	|		|		|	019	|	Ұлы Отан соғысындағы Жеңістің 65 жылдығына орай Ұлы Отан соғысының қатысушылары мен мүгедектеріне Тәуелсіз Мемлекеттер Достастығы елдері бойынша, Қазақстан Республикасының аумағы бойынша жол жүруін, сондай-ақ оларға және олармен бірге жүретін адамдарға Мәскеу, Астана қалаларында мерекелік іс-шараларға қатысуы үшін тамақтануына, тұруына, жол жүруіне арналған шығыстарын төлеуді қамтамасыз ету	|	180
	|		|		|	020	|	Ұлы Отан соғысындағы Жеңістің 65 жылдығына орай Ұлы Отан соғысының қатысушылары мен мүгедектеріне, сондай-ақ оларға теңестірілген, оның ішінде майдандағы армия құрамына кірмеген, 1941 жылғы 22 маусымнан бастап 1945 жылғы 3 қыркүйек аралығындағы кезеңде әскери бөлімшерерде, мекемелерде, әскери-оқу орындарында әскери қызметтен өткен, запасқа босатылған (отставка), "1941-1945 жж. Ұлы Отан соғысында Германияны жеңгені үшін" медалімен немесе "Жапонияны жеңгені үшін" медалімен марапатталған әскери қызметшілерге, Ұлы Отан соғысы жылдарында тылда кемінде алты ай жұмыс істеген (қызметте болған) адамдарға біржолғы материалдыққомек төлеу	|	4153
	|	9	|		|		|	Әлеуметтiк көмек және әлеуметтiк қамтамасыз ету салаларындағы өзге де қызметтер	|	13811
	|		|	451	|		|	Ауданның (облыстық маңызы бар қаланың) жұмыспен қамту және әлеуметтік бағдарламалар бөлімі	|	13811
	|		|		|	001	|	Жергілікті деңгейде халық үшін әлеуметтік бағдарламаларды жұмыспен қамтуды қамтамасыз етуді іске асыру саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	13240
	|		|		|	011	|	Жәрдемақыларды және басқа да әлеуметтік төлемдерді есептеу, төлеу мен жеткізу бойынша қызметтерге ақы төлеу	|	571
7	|		|		|		|	Тұрғын үй-коммуналдық шаруашылығы	|	50078
	|		|	458	|		|	Ауданның (облыстық маңызы бар қаланың) тұрғын үй-коммуналдық шаруашылық, жолаушылар көлігі және автомобиль жолдары бөлімі	|	870
	|		|		|	003	|	Мемлекеттік тұрғын үй қорының сақтаулуын үйымдастыру	|	870
